uri	artists	track_title	release_date	release_date_precision	genre	record_label	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	clusters
spotify:track:5nNIJzC5oqS1jak7bPYrZb	Reinier Zonneveld	The Scent of Touch (Reinier Zonneveld Remix)	2016	day	Electronica	Click Records	0.805	0.627	8	-8.685	1	0.081	0.000972	0.914	0.11	0.163	125.009	452459	37
spotify:track:4lvv4prfWf6bSMg54vOtWO	Reinier Zonneveld	Existencia	2021	day	Techno (Peak Time / Driving)	Filth on Acid	0.617	0.83	2	-6.139	1	0.0531	0.0144	0.718	0.687	0.104	132.017	278849	2
spotify:track:2XWBbVold8LNroIDyeockI	Reinier Zonneveld	Flying Octopus	2022	day	Techno (Peak Time / Driving)	Filth on Acid	0.643	0.968	6	-5.894	1	0.0644	0.00153	0.853	0.105	0.473	131.035	211617	-1
spotify:track:77CECNKza8tRFUVcB3frON	Rezident	Pure (Extended Mix)	2020	day	Melodic House & Techno	Anjunadeep	0.555	0.585	8	-11.273	1	0.0425	0.0918	0.858	0.0951	0.161	117.982	301934	29
spotify:track:6vQWHYj5O2FTa6557ZIIhH	Rinzen	Sorcery	2019	day	Melodic House & Techno	mau5trap	0.655	0.73	10	-10.788	1	0.0366	0.00104	0.868	0.0793	0.157	122.987	360061	30
spotify:track:069hy5vpPFiPdt9hDtsCRi	Riva Starr	The Feeling (Extended Mix)	2021	day	House	Snatch! Records	0.768	0.931	4	-9.277	0	0.0515	0.0491	0.459	0.156	0.584	122.995	438084	-1
spotify:track:52iVLvJ0SKE2owDhoVPGaY	Riva Starr	If I Could Only Be Sure (Danny Krivit Edit)	2021	day	House	Snatch! Records	0.853	0.693	5	-6.112	0	0.0428	0.0265	0.53	0.0612	0.796	123.02	444904	-1
spotify:track:7ghMaWtfTf7uZTrYHgqQpO	Riva Starr	The Feeling (Honey Dijon Extended Remix)	2021	day	House	Snatch! Records	0.764	0.845	2	-5.725	1	0.0645	0.000101	0.353	0.0292	0.592	121.994	379786	-1
spotify:track:7nmvwosdapB8Bro5uIM7n2	Robin S	Show Me Love (Extended Mix)	1993	day	Mainstage	Mixmash Records	0.794	0.736	5	-8.626	1	0.0635	0.0238	0.00293	0.0767	0.687	120.255	464267	14
spotify:track:2LkUiZy08G0PAOzvRQ3oxY	Robin Schulz	Willst du (Radio Mix)	2014	day	Deep House	Tonspiel	0.639	0.669	11	-6.859	1	0.0297	0.037	0.00123	0.149	0.684	123.933	190645	4
spotify:track:06Hdbxh6NCy6TIhjdXTchB	Robin Schulz	Headlights (feat. Ilsey)	2015	day	House	Tonspiel	0.597	0.685	11	-6.371	1	0.0367	0.0245	0.000335	0.182	0.369	122.002	209208	4
spotify:track:114Mz6fvKoKAha6MWW8xiG	Robin Schulz	OK (Extended Version)	2017	day	Dance / Electro Pop	WM Germany	0.762	0.669	7	-7.123	0	0.0892	0.015	1.71e-05	0.0998	0.406	121.991	292427	-1
spotify:track:5E2jurkZH7Y6Od8DHOiehG	Rodriguez Jr.	An Evidence Of Time (Claude VonStroke Remix)	2017	day	Melodic House & Techno	Mobilee Records	0.961	0.536	0	-10.647	1	0.209	0.0285	0.895	0.118	0.412	124.001	394479	-1
spotify:track:3ADJRvBeReF86Rnq74atg4	Rodriguez Jr.	What Is Real (Deep in the Playa Mix)	2020	day	Organic House / Downtempo	Mobilee Records	0.653	0.667	7	-9.658	1	0.0356	0.247	0.626	0.0737	0.229	122.983	497690	21
spotify:track:6G40wvmUlCrx5KqGFN5H4X	Rodriguez Jr.	What Is Real	2020	day	Organic House / Downtempo	Mobilee Records	0.674	0.662	7	-11.16	1	0.233	0.0377	0.00318	0.41	0.322	122.979	223451	0
spotify:track:1r6KhlnCnMRyZHdD4OQ1bj	Roger Lavelle	Energy	2023	day	Techno (Peak Time / Driving)	Animarum Recordings	0.641	0.951	5	-5.101	0	0.061	0.000838	0.764	0.106	0.0662	131.999	387097	34
spotify:track:4qLNIvvW1uV0m9N6Hm65qQ	Roger Lavelle	Energy (Patrick Scuro & Daniel Weirdo Remix)	2023	day	Techno (Peak Time / Driving)	Animarum Recordings	0.798	0.716	5	-6.997	1	0.0585	0.00528	0.825	0.0976	0.188	127.999	414375	35
spotify:track:08fMRujpKhEDTanKN9l2ud	Roger Sanchez	Another Chance	2000	day	Dance / Electro Pop	Ministry of Sound Recordings	0.61	0.82	3	-10.029	1	0.0312	0.000211	0.146	0.138	0.45	127.993	452907	-1
spotify:track:2zJ5nuyOQi4jBvToG3HHys	Roger Sanchez	Another Chance	2021	day	Dance / Electro Pop	Ministry of Sound Recordings	0.643	0.913	7	-5.744	0	0.049	0.0212	0.0254	0.376	0.0441	128.01	254131	4
spotify:track:6TYkjHH8JDyeXh9eaKQJmU	Roger Shah	Hide U (Jerome Isma-Ae Extended 2022 Remix)	2022	day	Melodic House & Techno	Armada Music	0.682	0.843	0	-8.483	1	0.0441	0.00164	0.652	0.105	0.0841	124.006	468387	25
spotify:track:07IzJw23z4zcqeZ4zVoc3d	Roger That (UK)	How Does It Feel (Endor Remix)	2019	day	Tech House	Cr2 Compilations	0.798	0.807	7	-5.646	1	0.0442	0.000808	0.252	0.0554	0.605	125.999	205724	10
spotify:track:5YQYxhftzU9QXNvvM8zKYY	Romain Garcia	White Flag (Extended Mix)	2021	day	Melodic House & Techno	Ton Töpferei	0.75	0.662	2	-10.185	1	0.0446	0.129	0.873	0.113	0.0425	121.002	320834	13
spotify:track:1NJH4ROnDMzFuFDGLsDo4S	Romain Garcia	White Flag	2021	day	Melodic House & Techno	Ton Töpferei	0.658	0.775	2	-10.136	1	0.0424	0.0414	0.821	0.119	0.0396	121.01	198463	26
spotify:track:7d1JVLyTL5rT3ggw9qrNRY	Ron Carroll	The Sermon	2020	day	Funky House	Ultra	0.847	0.887	9	-8.133	1	0.135	0.018	0.0222	0.0555	0.708	125.032	218987	1
spotify:track:1kc9dd35RmxWnKDkW2a5cU	Ron Costa	Superstition (Original Mix)	2021	day	Techno (Peak Time / Driving)	Potobolo Records	0.876	0.664	8	-7.146	1	0.0906	0.000308	0.438	0.1	0.549	128.019	301670	-1
spotify:track:6J9by4lz3ltkWAwHO5EP7Q	Ronnie Spiteri	All I Need (Original Mix)	2021	day	Techno (Peak Time / Driving)	Kenja Records	0.78	0.821	8	-7.194	0	0.0414	0.000291	0.818	0.0878	0.652	130.011	415574	7
spotify:track:0joggTswYDXqmmtT1fs4PA	Room 5	Make Luv (Radio Version)	2003	day	House	[PIAS] Recordings	0.866	0.767	8	-9.493	1	0.112	0.0106	0.829	0.0396	0.693	124.842	212507	7
spotify:track:1fD44JfZJGrjZ1ywNbwwUz	Rory Marshall	Numbers	2022	day	Techno (Peak Time / Driving)	23rd Century DGTL	0.788	0.833	8	-8.809	1	0.0748	0.0089	0.844	0.353	0.235	132.02	376277	-1
spotify:track:2GtJCy4kTXE3aXR4gtgVC5	Rose Ringed	God's Power	2022	day	Dance / Electro Pop	LANDR, Self-Released	0.74	0.873	7	-8.723	1	0.0631	0.0255	0.686	0.0953	0.0749	127.998	326250	40
spotify:track:2fB7uRTPu1lRNwGxhjOLwq	Ross Quinn	Away With Me (Fideles Remix (Extended)	2020	day	Melodic House & Techno	Quinn	0.639	0.661	7	-10.186	1	0.0342	0.0419	0.669	0.385	0.0859	123.992	412904	18
spotify:track:61UQzeiIluhpzpMdY4ag3q	Route 94	My Love (feat. Jess Glynne)	2014	day	Deep House	Rinse	0.814	0.622	8	-7.573	1	0.0492	0.000132	0.72	0.0658	0.726	119.976	259934	-1
spotify:track:2VD8yLMvG7O1SD2D0NS9NU	Ruben Mandolini	Pussyn (Original Mix)	2019	day	House	Downtown Underground	0.85	0.883	4	-7.182	0	0.0663	0.0637	0.0224	0.183	0.759	123.002	409756	10
spotify:track:53Za5vyGc1x7GxgJVRjRKc	Rufus	Ain't Nobody	1983	year	Dance / Electro Pop	Perfect Havoc	0.825	0.811	10	-9.226	0	0.0524	0.258	0.000276	0.132	0.789	104.28	285253	12
spotify:track:2LGrLtvYEHrd3Nnot4Hxuw	Rui Da Silva	Touch Me	2002	day	House	Nothing Else Matters	0.78	0.925	4	-6.715	0	0.046	0.0598	0.36	0.129	0.564	127.968	515173	-1
spotify:track:4UdUtaT88GgvpiqbqzSpgN	Ryan Shepherd	Never Give Up On You (feat. Georgi Kay)	2021	day	Dance / Electro Pop	Armada Music	0.779	0.71	9	-6.036	1	0.0441	0.206	3.17e-05	0.114	0.207	124.989	216539	4
spotify:track:4cT1BCpBtBR0m6QSxBiVqD	Saison	Moody Blues	2016	day	Jackin House	Guesthouse Music	0.826	0.867	7	-7.233	1	0.0431	0.0171	0.935	0.043	0.569	121.987	365902	7
spotify:track:0VxgGWGWRcAPONRMALrJHJ	Salif Keita	Madan (Exotic Disco Mix)	2004	day	Dance / Electro Pop	Polydor Records	0.82	0.723	0	-7.795	1	0.0597	0.00391	0.801	0.0298	0.911	128.005	458293	9
spotify:track:5jXVv3xugUYtU034FkzoyV	Salif Keita	Madan (Salif Keita Vs Martin Solveig) (Exotic Disco Mix)	2011	day	House	Glitterbox Recordings	0.761	0.899	0	-5.246	1	0.0465	0.00493	0.774	0.0795	0.923	127.999	303760	7
spotify:track:4e8ybhE6TTbdqOZUdBGgZX	Sam Paganini	Gravity	2017	day	Techno (Peak Time / Driving)	JAM	0.654	0.802	0	-7.042	1	0.0386	0.00117	0.907	0.105	0.389	125.003	404225	-1
spotify:track:5YDbSfN5oKWBoeyf9nBA38	Sam Paganini	Rave	2014	day	Techno (Peak Time / Driving)	Drumcode	0.763	0.807	5	-7.399	0	0.044	0.000137	0.909	0.295	0.33	124.989	405699	-1
spotify:track:1kMObCQiYe5opqybH7ZNPD	Sam Paganini	Rave (Remix)	2022	day	Techno (Peak Time / Driving)	Drumcode	0.732	0.627	11	-13.712	1	0.0524	0.000174	0.895	0.0981	0.266	131.007	239084	31
spotify:track:0vPWDaYA8GxQkx6UB0vQge	Sam Paganini	Hypnotize	2017	day	Techno (Peak Time / Driving)	JAM	0.695	0.715	7	-12.992	1	0.0471	0.0643	0.845	0.276	0.0285	128.012	396276	31
spotify:track:54uIGata6qnplabVqNrWF3	Sam Supplier	Sail Away (Extended Mix)	2021	day	Tech House	Glasgow Underground	0.8	0.994	2	-7.186	1	0.0482	0.000162	0.933	0.098	0.514	127.007	330709	8
spotify:track:7xF4m3N4NhUeLVbMnnwOnk	Samantha Loveridge	Losing My Religion	2023	day	Melodic House & Techno	Get Physical Music	0.625	0.774	7	-7.614	1	0.034	0.00994	0.0331	0.0358	0.408	122.032	268033	4
spotify:track:0DDN8VNyAP71ExRFbcRhbU	Samaran	Paris Madness	2018	day	House	Circa ’99	0.812	0.684	1	-9.054	1	0.0587	0.0027	0.912	0.0823	0.65	121.992	196743	-1
spotify:track:62dWJq7A2vjDGGAKzW6tgZ	Samim	Heater (Tube & Berger Remix)	2019	day	Tech House	Get Physical Music	0.78	0.868	6	-5.864	0	0.0589	0.000199	0.907	0.226	0.115	125.007	415125	-1
spotify:track:1l302bB0wZxLhJ6L08PXns	Sandro Logar	New Generation (Enea DJ & DJ Lukas Wolf Cut Remix)	2017	day	Deep House	Lounge Bazar	0.81	0.706	2	-7.858	1	0.0664	0.0217	0.835	0.054	0.189	124.003	252597	-1
spotify:track:311TzZVI8ueT6v8xBzv6an	Sandy Rivera	Hide U (Chicola Extended Remix)	2019	day	Melodic House & Techno	DFTD	0.724	0.811	8	-10.589	0	0.0415	0.0023	0.804	0.117	0.138	122.003	457882	-1
spotify:track:1eAtv1nxfzZ8tLyNWASdNj	Santiago Luna	Berserk	2022	day	Progressive House	Freegrant Music	0.553	0.892	6	-9.006	1	0.0432	0.000555	0.772	0.326	0.144	123.961	406573	18
spotify:track:6stPgkvVezFPztx3Y310uy	Sara Landry	Eternity	2019	day	Techno (Peak Time / Driving)	mau5trap	0.704	0.753	11	-8.853	1	0.053	0.00918	0.624	0.105	0.768	130.003	408000	7
spotify:track:0y1jhyPdx2reWcXodAAIyt	Sara Landry	Wait	2019	day	Techno (Peak Time / Driving)	mau5trap	0.736	0.756	2	-8.68	1	0.0526	0.00196	0.926	0.112	0.407	131.986	416364	-1
spotify:track:2t8IU94TQm0Xko6PCJ4oaW	Sara Landry	Bird Ghost	2019	day	Techno (Peak Time / Driving)	mau5trap	0.802	0.808	11	-11.595	0	0.0773	0.198	0.925	0.103	0.0308	126.006	411667	37
spotify:track:0nGcdu3eovBrfZ01npAxZg	Scene of Action	Hurricane	2019	day	House	mau5trap	0.407	0.139	0	-15.103	1	0.0541	0.668	0.00143	0.112	0.144	127.667	232105	22
spotify:track:614KsI5FxdrjMZUUNTBjLs	Scene of Action	Hurricane (OFFAIAH Remix)	2019	day	House	mau5trap	0.827	0.649	0	-7.228	1	0.0498	0.000283	0.815	0.075	0.286	125.009	375234	13
spotify:track:1rTBuBSEMuG2rsl5BPwP1M	Schak	Moving All Around (Jumpin') (feat. Kim English) (John Summit Remix)	2023	day	Tech House	Trick	0.82	0.701	3	-6.927	0	0.0598	0.00848	0.0052	0.062	0.311	127.995	206250	11
spotify:track:5MkOGdRE8p1vjdTxXgjOR5	Schattenspiel	Auftritt des Peitschenanglers (Fabian Krooss Remix)	2021	day	Melodic House & Techno	Rebellion der Traumer	0.754	0.521	5	-8.608	0	0.0546	0.123	0.694	0.087	0.304	124.002	451761	-1
spotify:track:54OnUVfZuqxLDrWLpaWBxM	Scorz	That's Life (Extended Mix)	2021	day	Progressive House	Armada Music	0.694	0.581	6	-8.351	0	0.0639	0.0307	0.649	0.0458	0.384	121.992	315246	29
spotify:track:53PYD499NikR2q43c8reZv	Sean Finn	Pasilda (DJ Kone & Marc Palacios Radio Edit)	2020	day	House	Tribal Kitchen	0.657	0.957	8	-5.211	1	0.044	0.0103	0.103	0.0394	0.52	123.969	181951	4
spotify:track:72SkdMT7b4TKnPQqrIvXXl	Sean Finn	Dare Me (Original Mix)	2019	day	Funky House	Tribal Kitchen	0.739	0.957	9	-2.31	1	0.139	0.000278	0.141	0.187	0.813	124.006	342097	-1
spotify:track:46wE8zEGsFkXxWmVoDaCI5	Sebjak	Rain	2019	day	Tech House	Bibliotheque Records	0.723	0.472	2	-14.038	1	0.0609	0.153	0.9	0.129	0.0372	123.001	331763	19
spotify:track:66QIiW7FZs8zdFmo5zDKCa	Sebjak	Chaka (Edit)	2019	day	Afro House	ELEMENTS	0.718	0.838	11	-9.84	0	0.039	0.24	0.813	0.0856	0.422	119.986	200317	-1
spotify:track:6cdZ4dvrNBK7ZjN896yVw3	Sebjak	Somebody (Edit)	2022	day	Melodic House & Techno	Abracadabra Music	0.701	0.731	4	-8.418	0	0.0402	0.0295	0.828	0.165	0.736	121.987	223604	6
spotify:track:6kr3Oqyi3wMpiHjf56uQDx	Secondcity	I Wanna Feel (Extended Mix)	2014	day	Dance / Electro Pop	SPINNIN' RECORDS	0.757	0.822	10	-6.658	0	0.0664	0.0683	0.00301	0.0149	0.839	122.002	321502	10
spotify:track:7hrDA2n8BVGLyHra0rBiFd	Seinabo Sey	Younger (Kygo Remix)	2014	day	Dance / Electro Pop	Digital Distribution Vanuatu	0.69	0.489	5	-7.938	1	0.0788	0.13	0.00022	0.0815	0.645	114.008	351573	-1
spotify:track:6NrAPqugdAsQyWFzsYGnUZ	Seizo	Oh Baby (Youngr Bootleg)	2020	day	House	Armada Music	0.733	0.808	1	-5.905	1	0.0318	0.0782	0.00332	0.345	0.733	123.967	240000	4
spotify:track:3ztlukcltKl6XxsgFSAbQA	September	Cry For You (Candlelight Remix)	2008	day	Dance / Electro Pop	Catchy Tunes	0.564	0.58	9	-7.896	1	0.0296	0.735	2.61e-05	0.154	0.332	120.002	184840	22
spotify:track:1mvZErZBp7WZT3HfGBykao	September	Cry for You	2007	day	Dance / Electro Pop	Catchy Tunes	0.767	0.881	9	-3.988	1	0.0301	0.00133	0.000139	0.0551	0.961	130.018	209800	10
spotify:track:333ROgZv4rodQqNyYiqPQR	Seth Schwarz	Un Rêve Étrange (Rodriguez Jr. Remix)	2021	day	Progressive House	Plaisirs Sonores Records	0.667	0.888	11	-10.227	0	0.0354	0.00016	0.866	0.0722	0.071	124.005	402521	35
spotify:track:7sgb32DDGyo4Bo1Ucob9xf	Shai T	High In The Sky (Extended Mix)	2020	day	Organic House / Downtempo	Anjunadeep	0.766	0.572	7	-9.542	0	0.0445	0.0192	0.91	0.0668	0.125	120.015	432549	31
spotify:track:4cRzA4R5uIFbFyLBpcJfgN	Shakedown	At Night (Shakedown's Galactic Boogie)	2018	day	Nu Disco / Disco	Defected	0.632	0.934	5	-7.266	0	0.0317	0.000496	0.338	0.185	0.712	127.005	419768	-1
spotify:track:0KNfVb53N2oaEyFb7DvHFe	Shakedown	At Night (Kid Crème Re-Edit)	2002	day	House	Defected	0.691	0.966	1	-7.643	1	0.0589	0.00702	0.864	0.148	0.895	124.985	450000	7
spotify:track:6d9UZvhiqIAmtZ6EIse1LW	Shakedown	At Night (Purple Disco Machine Extended Remix)	2018	day	Nu Disco / Disco	Defected	0.844	0.64	1	-6.655	1	0.0651	0.0938	0.0123	0.211	0.488	121.996	428611	15
spotify:track:2fuHfnSGzl55s8srZs3hSt	Shane 54	Panic Attack (Extended Mix)	2021	day	Trance (Main Floor)	Armind (Armada)	0.708	0.837	0	-8.174	1	0.0435	0.00386	0.846	0.0664	0.038	128.006	410297	25
spotify:track:70us8lHzWqNSbcX8ec9Cf2	Sharam	Party All The Time (Freedom Mix Extended)	2021	day	House	Yoshitoshi Recordings	0.762	0.647	1	-5.231	0	0.0466	0.0033	0.141	0.112	0.475	126.005	313745	11
spotify:track:2zV0JETWJfzT45MrXtoSif	Sharam	Party All The Time (Original Mix)	2007	day	House	Yoshitoshi Recordings	0.697	0.56	6	-8.889	1	0.0359	0.000404	0.436	0.082	0.344	127.997	646875	30
spotify:track:2yAGQ2mDaMg4hfckXmkI8L	She Knows	Extraordinary (Radio Edit)	2023	day	Organic House / Downtempo	Bar 25 Music	0.806	0.646	7	-7.847	0	0.0507	0.014	0.276	0.0737	0.794	118.032	229595	-1
spotify:track:1NCNN0VLtpdU3a7Ba0kkFU	Shota	Ungowami (Remix)	2016	day	Dance / Electro Pop	Universal Music (Pty) Ltd.	0.82	0.844	6	-5.993	0	0.0749	0.00143	0.00864	0.248	0.83	126.007	384600	-1
spotify:track:68S9Ubb7UTpWtnvIPIW0Yp	Shouse	Love Tonight (Mike Simonetti Remix)	2017	day	Electronica	Hell Beach	0.652	0.444	1	-13.63	1	0.0347	0.0356	0.754	0.0804	0.0485	124.01	360803	19
spotify:track:4Uv80F3gtQsAsOkmsizwOZ	Shouse	Love Tonight (Vintage Culture & Kiko Franco Remix)	2021	day	Afro House	Hell Beach	0.606	0.868	10	-9.366	0	0.0445	6.37e-05	0.303	0.0902	0.0559	122.985	386341	4
spotify:track:4lAGIM7txtIOKtzB0RKJ93	Sian Evans	Hide U (Tinlicker Extended Remix)	2021	day	Melodic House & Techno	Armada Music	0.545	0.749	0	-8.036	0	0.0415	0.00328	0.613	0.0907	0.244	123.996	449950	-1
spotify:track:5DiU30x6KWf3gXO9XqvE7c	Side Kick	Deep Fear (Phobia Club Mix)	2008	year	Progressive House	Netswork Records	0.791	0.579	9	-11.263	0	0.0786	0.00871	0.935	0.313	0.0687	126.013	335544	31
spotify:track:0vlauZfceQ2eiuqwDMf1jb	Sied Van Riel	Rush (Miss Monique Remix)	2022	day	Trance (Main Floor)	Black Hole Recordings	0.689	0.904	0	-8.304	1	0.0462	0.00264	0.88	0.169	0.0939	124.975	291840	26
spotify:track:0XjWIemy7Vs7nIAK6k4SV0	Simon Doty	Luna (Extended Mix)	2020	day	Progressive House	Anjunadeep	0.802	0.663	2	-9.942	1	0.0459	0.000111	0.908	0.0836	0.0384	122.005	487869	13
spotify:track:37NiRc8YW4ObaAAGtB0mh7	Simon Doty	Hometown	2022	day	Melodic House & Techno	Anjunadeep	0.655	0.893	4	-6.568	0	0.0481	0.000209	0.599	0.262	0.111	123.998	220749	17
spotify:track:63qZil8AMRXGWyzdXFfaRS	Simone Vitullo	Higher (Original Mix)	2021	day	Afro House	Go Deeva Records	0.776	0.849	0	-7.646	1	0.0615	0.00194	0.179	0.0875	0.455	123.007	187687	11
spotify:track:2pmbbUP1lTKZ7voVz0zwmP	Sinca	Mancora	2021	day	Organic House / Downtempo	Anjunadeep	0.786	0.563	1	-8.102	1	0.0422	0.00419	0.778	0.0959	0.384	123.022	239388	-1
spotify:track:4BohvnbdJNs4HRNgQP7teT	SIS	Melissa	2022	day	Organic House / Downtempo	RKJVK	0.78	0.687	8	-8.11	0	0.0395	0.00132	0.172	0.0812	0.175	121.994	424500	14
spotify:track:1gA7G7cIL1tGrP5zJ9RYLo	SKALA	Any Reason Why	2023	day	Melodic House & Techno	Stil Vor Talent	0.823	0.559	2	-9.371	1	0.0357	0.00588	0.261	0.0898	0.296	122.981	334624	-1
spotify:track:5GRWCsi6QkL6n2dsYIxfyo	Slin Bourgh	The Cut	2023	day	Techno (Peak Time / Driving)	Alaula Music	0.672	0.737	8	-6.185	1	0.0989	0.00191	0.854	0.113	0.343	136.016	358618	41
spotify:track:7AfK8qyLCeRYmKpPLu8THI	Sllash & Doppe	African Vibes (Extended Mix)	2021	day	Tech House	Toolroom Trax	0.722	0.98	5	-7.148	0	0.0522	0.00277	0.749	0.0576	0.559	124.007	336774	7
spotify:track:7cm6Vlh8Zrid38RomC4RGj	Smilla	Play (Worakls Remix)	2012	day	Techno (Peak Time / Driving)	Harthouse	0.861	0.68	7	-8.58	1	0.0804	0.0112	0.902	0.0817	0.214	127.013	393071	37
spotify:track:16yJbFTbt825cMG5GQQnuM	Sneaky Sound System	Can't Help the Way That I Feel (David Penn Remix)	2018	day	House	Cr2 Records	0.806	0.936	11	-6.332	1	0.0666	0.0011	0.837	0.0364	0.499	123.993	376000	7
spotify:track:5QYKmxfPsl69GgeZKDAVSx	Sofi Tukker	House Arrest	2020	day	Dance / Electro Pop	Ultra	0.654	0.818	0	-6.27	0	0.0332	0.0187	0.103	0.0806	0.557	123.982	216442	11
spotify:track:4jnJv7stsCtHUDsJv43lOD	Sofi Tukker	Sun Came Up (Claptone Remix)	2021	day	Dance / Electro Pop	Ultra	0.7	0.848	11	-6.036	0	0.0406	0.00438	0.0512	0.067	0.317	123.996	206129	4
spotify:track:68raS6F0ad2Iilql3yYeCt	Sofi Tukker	Drinkee (Vintage Culture & John Summit Remix)	2021	day	Tech House	Ultra	0.741	0.726	11	-6.404	0	0.0462	0.021	0.776	0.0776	0.37	124.009	205161	5
spotify:track:3CDHLSjtGBCGFJ6Mz32mIa	SOHMI	Do It (Extended Mix)	2021	day	Tech House	Odd One Out	0.799	0.814	2	-9.214	1	0.0427	0.0195	0.821	0.0813	0.452	127.001	329546	-1
spotify:track:7yEDXWnJtWkHnVsclNuklc	Solardo	Angel Dust	2022	day	Dance / Electro Pop	Tomorrowland Music	0.712	0.905	5	-7.511	0	0.0542	0.00202	0.917	0.247	0.394	127.998	243984	-1
spotify:track:2UUEWGKKPqSSVptWHrgjRZ	Solarstone	Seven Cities (Tom Staar Extended Remix)	2020	day	Trance (Main Floor)	Armada Music	0.636	0.919	0	-6.921	1	0.0353	0.00666	0.817	0.163	0.0715	126.003	386670	27
spotify:track:1NiTCVNzyE6Q3ld9Yv8hir	Solee	Impressed (Rework)	2019	day	Melodic House & Techno	Parquet Recordings	0.791	0.403	7	-9.887	1	0.0534	0.0153	0.839	0.109	0.202	124.993	492835	31
spotify:track:1IbNYr8ByXsgwGbmOxLBXP	Solomun	Friends	2014	day	Deep House	2DIY4	0.82	0.505	8	-9.832	1	0.0356	0.0068	0.591	0.128	0.555	119.992	547244	31
spotify:track:1jQmhFRBht2hTuEDTCDNtc	Solomun	Home (Club Mix)	2020	day	Melodic House & Techno	NINL	0.754	0.748	2	-12.514	1	0.0524	0.00177	0.866	0.186	0.0979	120.027	401578	13
spotify:track:5tE6O5aR5b7krAkQnPrkYC	Solomun	Hypnotize	2009	day	Melodic House & Techno	Diynamic	0.887	0.378	11	-9.184	0	0.0756	0.00295	0.832	0.101	0.386	125.001	402520	31
spotify:track:401kD29F2kQm7jKtntwqRw	Solomun	The Way Back	2008	day	Deep House	Compost	0.855	0.425	7	-12.939	1	0.0953	0.111	0.852	0.0774	0.194	120.022	446053	31
spotify:track:0ieEtd2fM6a5ByySe2G71n	Solomun	We'll never have today again	2021	day	Melodic House & Techno	Cocoon Recordings	0.732	0.722	1	-11.585	1	0.0413	0.0155	0.868	0.102	0.116	122.99	460488	13
spotify:track:0DbzOtR6qoqGcgcaznOGS0	Somelee	Limba La	2021	day	Organic House / Downtempo	Melody Of the Soul	0.74	0.816	7	-6.886	0	0.041	0.0104	0.933	0.0762	0.533	122.0	254754	5
spotify:track:4G58eym5EGj8ZG1qt8DXIx	Something Good	Rhythm (Of The Night)	2022	day	Progressive House	Armada Music	0.534	0.946	10	-6.632	1	0.0383	0.000404	0.698	0.348	0.173	121.951	201622	17
spotify:track:3TzGqoCMdFGH9fCYrFrxB8	SOMMA	Rush (Extended)	2022	day	Deep House	Selected.	0.8	0.577	11	-9.983	0	0.0468	0.0273	0.779	0.0839	0.155	124.001	296008	31
spotify:track:5DvgbFI4H81m1O7GUp20t5	Son Of 8	With Every Heartbeat	2016	day	Dance / Electro Pop	SPRS	0.707	0.692	4	-5.584	0	0.029	0.0117	0.0128	0.0591	0.223	120.018	197000	4
spotify:track:6n8wkmgsU4wCJdM2rky0yb	Sono	Keep Control (ARTBAT Remix)	2020	day	Melodic House & Techno	Kontor Records	0.769	0.762	7	-9.669	1	0.0757	0.0151	0.783	0.0748	0.119	123.002	483902	36
spotify:track:64FfZ2jGAMMQQkzLb7cby0	Soul Central	Strings Of Life (Supernova Remix)	2012	day	House	Defected	0.785	0.817	6	-7.359	1	0.0609	0.0202	0.771	0.0656	0.166	124.976	508931	35
spotify:track:5bTSkLDX2Jfh5XBtvI7Vn0	Soul Central	Strings of Life (Supernova Main Mix)	2019	day	House	Defected	0.736	0.907	10	-9.626	0	0.0582	0.000866	0.901	0.12	0.624	121.997	334426	7
spotify:track:4HMHVBLd3PYzG94v7sHxGI	Soul Providers	Rise (Bini & Martini Original Mix)	2012	day	House	Ocean Trax	0.748	0.729	3	-11.608	1	0.0514	0.00146	0.566	0.111	0.706	126.014	436976	9
spotify:track:5zdAHfl0KBt7zJYrJGFrzk	Soulsearcher	Can't Get Enough [Henrik B Mix]	2009	day	House	Defected	0.648	0.53	11	-8.386	0	0.0602	0.00143	0.698	0.0179	0.378	126.019	488147	31
spotify:track:0qJDy1QsmmnZt343XTzxQd	Soulsearcher	Can't Get Enough! (Vocal Club Mix)	1998	year	House	Defected	0.747	0.973	4	-6.415	0	0.037	0.000357	0.565	0.308	0.983	128.128	412973	7
spotify:track:1U6PRIz8rXhsQdEUVBCgfX	Souxsoul	Remember Me (Club Mix)	2015	day	Deep House	Deeptown Music	0.791	0.873	5	-6.479	1	0.041	0.00382	0.236	0.0663	0.925	121.497	440947	10
spotify:track:5K7D1MksUwxvP5B256vfCJ	Space Motion	Run Again	2021	day	Melodic House & Techno	Space Motion Records	0.8	0.663	7	-7.009	1	0.0461	0.000398	0.892	0.133	0.114	125.006	468480	35
spotify:track:62vPOQ6fntBR0HCZXx60bE	Spada	Ibiza '89 (Extended Mix)	2021	day	Trance (Main Floor)	Black Hole Recordings	0.719	0.809	11	-5.769	0	0.0734	0.00416	0.847	0.101	0.413	124.986	353526	-1
spotify:track:02crxEctxfT2l3q1DsM9m2	Spada	You Run	2022	day	Melodic House & Techno	Ultimo Paradiso	0.65	0.916	2	-6.284	1	0.052	0.00116	0.433	0.0878	0.114	125.002	354404	4
